alert_type,ticker,price,timestamp,date,time,channel
call,HD,381.69,2025-10-13T14:35:01.489000+00:00,2025-10-13,14:35:01,pro-account-alerts
call,IONQ,79.73,2025-10-13T14:40:01.954000+00:00,2025-10-13,14:40:01,pro-account-alerts
exit,NDX,24653.8706,2025-10-13T14:40:04.488000+00:00,2025-10-13,14:40:04,expert-spx-alerts
exit,AMZN,219.75,2025-10-13T14:45:06.585000+00:00,2025-10-13,14:45:06,asumasnam-alerts
exit,MSFT,512.98,2025-10-13T14:50:03.471000+00:00,2025-10-13,14:50:03,pro-account-alerts
exit,BA,214.43,2025-10-13T14:50:13.218000+00:00,2025-10-13,14:50:13,asumasnam-alerts
call,QCOM,159.32,2025-10-13T14:55:03.853000+00:00,2025-10-13,14:55:03,asumasnam-alerts
exit,CVNA,337.19,2025-10-13T14:55:14.665000+00:00,2025-10-13,14:55:14,asumasnam-alerts
exit,QURE,62.04,2025-10-13T15:00:16.065000+00:00,2025-10-13,15:00:16,asumasnam-alerts
exit,TSM,300.51,2025-10-13T15:05:01.244000+00:00,2025-10-13,15:05:01,asumasnam-alerts
exit,BABA,166.82,2025-10-13T15:05:01.543000+00:00,2025-10-13,15:05:01,pro-account-alerts
exit,LOW,235.1,2025-10-13T15:05:23.829000+00:00,2025-10-13,15:05:23,pro-account-alerts
call,QCOM,160.67,2025-10-13T15:10:06.195000+00:00,2025-10-13,15:10:06,asumasnam-alerts
call,SPY,662.3,2025-10-13T15:20:00.725000+00:00,2025-10-13,15:20:00,expert-spx-alerts
call,RUT,2449.8405,2025-10-13T15:20:01.178000+00:00,2025-10-13,15:20:01,expert-spx-alerts
call,PSX,129.58,2025-10-13T15:20:01.233000+00:00,2025-10-13,15:20:01,asumasnam-alerts
call,SPX,6645.4,2025-10-13T15:20:01.363000+00:00,2025-10-13,15:20:01,expert-spx-alerts
call,SPX,6647.1,2025-10-13T15:25:00.608000+00:00,2025-10-13,15:25:00,expert-spx-alerts
call,RUT,2452.1936,2025-10-13T15:25:01.172000+00:00,2025-10-13,15:25:01,expert-spx-alerts
call,SPX,6649.56,2025-10-13T15:30:05.470000+00:00,2025-10-13,15:30:05,expert-spx-alerts
call,SPX,6652.27,2025-10-13T15:35:00.495000+00:00,2025-10-13,15:35:00,expert-spx-alerts
call,NDX,24682.58,2025-10-13T15:35:03.473000+00:00,2025-10-13,15:35:03,expert-spx-alerts
call,NDX,24688.0127,2025-10-13T15:40:03.734000+00:00,2025-10-13,15:40:03,expert-spx-alerts
exit,QURE,62.66,2025-10-13T15:40:04.619000+00:00,2025-10-13,15:40:04,asumasnam-alerts
exit,SPY,662.29,2025-10-13T15:45:01.386000+00:00,2025-10-13,15:45:01,expert-spx-alerts
call,NDX,24694.5362,2025-10-13T15:45:05.640000+00:00,2025-10-13,15:45:05,expert-spx-alerts
exit,LLY,827.62,2025-10-13T15:45:06.115000+00:00,2025-10-13,15:45:06,pro-account-alerts
exit,BA,214.66,2025-10-13T15:45:10.179000+00:00,2025-10-13,15:45:10,asumasnam-alerts
call,NDX,24699.9323,2025-10-13T15:50:04.174000+00:00,2025-10-13,15:50:04,expert-spx-alerts
exit,UNH,357.84,2025-10-13T15:50:21.415000+00:00,2025-10-13,15:50:21,pro-account-alerts
call,OKLO,168.8,2025-10-13T15:55:00.430000+00:00,2025-10-13,15:55:00,asumasnam-alerts
exit,NDX,24675.9197,2025-10-13T16:00:14.091000+00:00,2025-10-13,16:00:14,expert-spx-alerts
call,SPX,6653.54,2025-10-13T16:05:02.568000+00:00,2025-10-13,16:05:02,expert-spx-alerts
call,QURE,63.19,2025-10-13T16:05:02.657000+00:00,2025-10-13,16:05:02,asumasnam-alerts
call,SPY,663.4,2025-10-13T16:15:00.834000+00:00,2025-10-13,16:15:00,expert-spx-alerts
call,SPX,6656.78,2025-10-13T16:15:00.988000+00:00,2025-10-13,16:15:00,expert-spx-alerts
exit,OKLO,167.13,2025-10-13T16:15:03.960000+00:00,2025-10-13,16:15:03,asumasnam-alerts
call,NDX,24713.2265,2025-10-13T16:15:04.407000+00:00,2025-10-13,16:15:04,expert-spx-alerts
call,BRK,492.92,2025-10-13T16:15:06.779000+00:00,2025-10-13,16:15:06,pro-account-alerts
call,SPX,6660.17,2025-10-13T16:20:00.576000+00:00,2025-10-13,16:20:00,expert-spx-alerts
call,RUT,2453.3955,2025-10-13T16:20:00.756000+00:00,2025-10-13,16:20:00,expert-spx-alerts
call,TSM,303.345,2025-10-13T16:20:00.979000+00:00,2025-10-13,16:20:00,asumasnam-alerts
call,NDX,24717.8493,2025-10-13T16:20:03.837000+00:00,2025-10-13,16:20:03,expert-spx-alerts
call,BA,215.58,2025-10-13T16:20:04.017000+00:00,2025-10-13,16:20:04,asumasnam-alerts
exit,QURE,62.99,2025-10-13T16:20:25.027000+00:00,2025-10-13,16:20:25,asumasnam-alerts
exit,HD,381.5,2025-10-13T16:25:09.659000+00:00,2025-10-13,16:25:09,pro-account-alerts
exit,ULTA,535.95,2025-10-13T16:25:33.223000+00:00,2025-10-13,16:25:33,asumasnam-alerts
call,NDX,24723.643,2025-10-13T16:30:06.615000+00:00,2025-10-13,16:30:06,expert-spx-alerts
exit,PSX,129.27,2025-10-13T16:30:06.954000+00:00,2025-10-13,16:30:06,asumasnam-alerts
call,NDX,24737.0927,2025-10-13T16:35:02.727000+00:00,2025-10-13,16:35:02,expert-spx-alerts
call,AXP,323.85,2025-10-13T16:35:36.288000+00:00,2025-10-13,16:35:36,pro-account-alerts
call,RUT,2454.55,2025-10-13T16:40:01.259000+00:00,2025-10-13,16:40:01,expert-spx-alerts
exit,GOOGL,242.46,2025-10-13T16:45:02.552000+00:00,2025-10-13,16:45:02,pro-account-alerts
exit,AMZN,220.1,2025-10-13T16:45:03.188000+00:00,2025-10-13,16:45:03,asumasnam-alerts
call,IONQ,81.1,2025-10-13T16:50:02.312000+00:00,2025-10-13,16:50:02,pro-account-alerts
call,NDX,24739.9615,2025-10-13T16:50:03.922000+00:00,2025-10-13,16:50:03,expert-spx-alerts
exit,AVGO,357.87,2025-10-13T17:00:01.357000+00:00,2025-10-13,17:00:01,pro-account-alerts
call,RUT,2456.9465,2025-10-13T17:00:01.448000+00:00,2025-10-13,17:00:01,expert-spx-alerts
call,SPX,6665.4,2025-10-13T17:00:03.247000+00:00,2025-10-13,17:00:03,expert-spx-alerts
call,SPX,6667.89,2025-10-13T17:05:00.667000+00:00,2025-10-13,17:05:00,expert-spx-alerts
call,SPY,664.49,2025-10-13T17:05:00.931000+00:00,2025-10-13,17:05:00,expert-spx-alerts
call,NVDA,189.4,2025-10-13T17:05:01.162000+00:00,2025-10-13,17:05:01,asumasnam-alerts
call,NDX,24741.8463,2025-10-13T17:05:02.581000+00:00,2025-10-13,17:05:02,expert-spx-alerts
exit,BA,215.54,2025-10-13T17:05:03.765000+00:00,2025-10-13,17:05:03,asumasnam-alerts
call,NDX,24745.8986,2025-10-13T17:10:03.314000+00:00,2025-10-13,17:10:03,expert-spx-alerts
exit,BRK,492.86,2025-10-13T17:10:07.188000+00:00,2025-10-13,17:10:07,pro-account-alerts
exit,QURE,62.9,2025-10-13T17:10:51.714000+00:00,2025-10-13,17:10:51,asumasnam-alerts
exit,SPY,663.5,2025-10-13T17:15:01.915000+00:00,2025-10-13,17:15:01,expert-spx-alerts
call,NDX,24765.606,2025-10-13T17:15:05.518000+00:00,2025-10-13,17:15:05,expert-spx-alerts
exit,TSM,302.9,2025-10-13T17:15:11.061000+00:00,2025-10-13,17:15:11,asumasnam-alerts
exit,IBM,278.16,2025-10-13T17:15:12.574000+00:00,2025-10-13,17:15:12,pro-account-alerts
exit,AXP,323.04,2025-10-13T17:20:00.706000+00:00,2025-10-13,17:20:00,pro-account-alerts
exit,RUT,2453.8172,2025-10-13T17:20:00.766000+00:00,2025-10-13,17:20:00,expert-spx-alerts
call,IONQ,82.31,2025-10-13T17:20:00.805000+00:00,2025-10-13,17:20:00,pro-account-alerts
exit,NVDA,188.615,2025-10-13T17:20:01.140000+00:00,2025-10-13,17:20:01,asumasnam-alerts
call,NDX,24770.0453,2025-10-13T17:20:03.979000+00:00,2025-10-13,17:20:03,expert-spx-alerts
exit,CVX,151.43,2025-10-13T17:20:11.766000+00:00,2025-10-13,17:20:11,asumasnam-alerts
exit,LOW,234.98,2025-10-13T17:20:11.843000+00:00,2025-10-13,17:20:11,pro-account-alerts
exit,MSFT,513.26,2025-10-13T17:20:28.253000+00:00,2025-10-13,17:20:28,pro-account-alerts
exit,MAR,264.37,2025-10-13T17:21:00.193000+00:00,2025-10-13,17:21:00,pro-account-alerts
exit,NDX,24733.3544,2025-10-13T17:30:09.913000+00:00,2025-10-13,17:30:09,expert-spx-alerts
exit,CVNA,333.5,2025-10-13T17:35:02.422000+00:00,2025-10-13,17:35:02,asumasnam-alerts
exit,ULTA,534.25,2025-10-13T17:36:00.261000+00:00,2025-10-13,17:36:00,asumasnam-alerts
call,COST,933.14,2025-10-13T17:40:54.592000+00:00,2025-10-13,17:40:54,asumasnam-alerts
call,IONQ,83.44,2025-10-13T17:45:05.810000+00:00,2025-10-13,17:45:05,pro-account-alerts
exit,LLY,823.89,2025-10-13T17:45:07.289000+00:00,2025-10-13,17:45:07,pro-account-alerts
exit,QURE,63.35,2025-10-13T17:50:20.643000+00:00,2025-10-13,17:50:20,asumasnam-alerts
call,QCOM,161.68,2025-10-13T17:50:20.832000+00:00,2025-10-13,17:50:20,asumasnam-alerts
call,GOOGL,243.11,2025-10-13T17:55:02.586000+00:00,2025-10-13,17:55:02,pro-account-alerts
call,MU,192.61,2025-10-13T18:00:03.857000+00:00,2025-10-13,18:00:03,pro-account-alerts
call,SPX,6656.81,2025-10-13T18:05:00.712000+00:00,2025-10-13,18:05:00,expert-spx-alerts
exit,ORCL,308.54,2025-10-13T18:05:04.633000+00:00,2025-10-13,18:05:04,asumasnam-alerts
call,SPX,6658.22,2025-10-13T18:10:01.618000+00:00,2025-10-13,18:10:01,expert-spx-alerts
exit,AVGO,355.4,2025-10-13T18:10:04.127000+00:00,2025-10-13,18:10:04,pro-account-alerts
call,RUT,2459.4697,2025-10-13T18:20:00.726000+00:00,2025-10-13,18:20:00,expert-spx-alerts
call,NDX,24745.9608,2025-10-13T18:20:03.398000+00:00,2025-10-13,18:20:03,expert-spx-alerts
call,RUT,2461.7351,2025-10-13T18:25:00.882000+00:00,2025-10-13,18:25:00,expert-spx-alerts
call,SPX,6662.69,2025-10-13T18:25:01.196000+00:00,2025-10-13,18:25:01,expert-spx-alerts
call,OKLO,171.61,2025-10-13T18:25:01.319000+00:00,2025-10-13,18:25:01,asumasnam-alerts
call,TSLA,435.93,2025-10-13T18:30:04.966000+00:00,2025-10-13,18:30:04,asumasnam-alerts
exit,LOW,235.1,2025-10-13T18:35:00.458000+00:00,2025-10-13,18:35:00,pro-account-alerts
call,NDX,24747.7827,2025-10-13T18:35:02.320000+00:00,2025-10-13,18:35:02,expert-spx-alerts
exit,CVX,151.64,2025-10-13T18:35:28.161000+00:00,2025-10-13,18:35:28,asumasnam-alerts
exit,AMZN,220.27,2025-10-13T18:40:00.829000+00:00,2025-10-13,18:40:00,asumasnam-alerts
exit,MSFT,514.01,2025-10-13T18:40:00.909000+00:00,2025-10-13,18:40:00,pro-account-alerts
call,NDX,24767.6477,2025-10-13T18:40:03.288000+00:00,2025-10-13,18:40:03,expert-spx-alerts
exit,HD,379.48,2025-10-13T18:40:18.897000+00:00,2025-10-13,18:40:18,pro-account-alerts
exit,PSX,129.68,2025-10-13T18:40:26.866000+00:00,2025-10-13,18:40:26,asumasnam-alerts
exit,SPY,663.05,2025-10-13T18:45:00.701000+00:00,2025-10-13,18:45:00,expert-spx-alerts
call,NDX,24769.9689,2025-10-13T18:45:03.882000+00:00,2025-10-13,18:45:03,expert-spx-alerts
exit,MU,192.57,2025-10-13T18:45:04.807000+00:00,2025-10-13,18:45:04,pro-account-alerts
exit,BRK,491.63,2025-10-13T18:45:09.388000+00:00,2025-10-13,18:45:09,pro-account-alerts
exit,AXP,323.25,2025-10-13T18:46:00.512000+00:00,2025-10-13,18:46:00,pro-account-alerts
exit,QCOM,162.02,2025-10-13T18:50:00.623000+00:00,2025-10-13,18:50:00,asumasnam-alerts
exit,ULTA,536.55,2025-10-13T18:50:22.292000+00:00,2025-10-13,18:50:22,asumasnam-alerts
exit,MAR,264.39,2025-10-13T18:51:00.317000+00:00,2025-10-13,18:51:00,pro-account-alerts
exit,RUT,2456.9947,2025-10-13T19:00:02.228000+00:00,2025-10-13,19:00:02,expert-spx-alerts
call,COST,934.41,2025-10-13T19:00:05.921000+00:00,2025-10-13,19:00:05,asumasnam-alerts
exit,UNH,355.75,2025-10-13T19:00:07.319000+00:00,2025-10-13,19:00:07,pro-account-alerts
exit,NDX,24738.9074,2025-10-13T19:00:10.631000+00:00,2025-10-13,19:00:10,expert-spx-alerts
call,OKLO,172.93,2025-10-13T19:10:03.085000+00:00,2025-10-13,19:10:03,asumasnam-alerts
exit,QURE,62.24,2025-10-13T19:10:37.527000+00:00,2025-10-13,19:10:37,asumasnam-alerts
call,OKLO,174.59,2025-10-13T19:15:03.522000+00:00,2025-10-13,19:15:03,asumasnam-alerts
call,NET,223.14,2025-10-13T19:15:38.490000+00:00,2025-10-13,19:15:38,pro-account-alerts
call,TSM,304.3,2025-10-13T19:20:03.766000+00:00,2025-10-13,19:20:03,asumasnam-alerts
call,OKLO,175.6,2025-10-13T19:25:01.812000+00:00,2025-10-13,19:25:01,asumasnam-alerts
call,ULTA,539.8,2025-10-13T19:25:51.199000+00:00,2025-10-13,19:25:51,asumasnam-alerts
exit,COIN,356.6,2025-10-13T19:30:01.965000+00:00,2025-10-13,19:30:01,pro-account-alerts
call,ULTA,542.66,2025-10-13T19:30:07.202000+00:00,2025-10-13,19:30:07,asumasnam-alerts
exit,QURE,62.32,2025-10-13T19:30:35.713000+00:00,2025-10-13,19:30:35,asumasnam-alerts
call,NDX,24757.8579,2025-10-13T19:40:03.876000+00:00,2025-10-13,19:40:03,expert-spx-alerts
call,SPX,6657.08,2025-10-13T19:45:01.046000+00:00,2025-10-13,19:45:01,expert-spx-alerts
call,GOOGL,244.34,2025-10-13T19:45:01.983000+00:00,2025-10-13,19:45:01,pro-account-alerts
call,ASTS,91.88,2025-10-13T19:45:04.314000+00:00,2025-10-13,19:45:04,pro-account-alerts
exit,TSM,303.82,2025-10-13T19:50:01.360000+00:00,2025-10-13,19:50:01,asumasnam-alerts
exit,HUM,270.61,2025-10-13T19:50:02.364000+00:00,2025-10-13,19:50:02,pro-account-alerts
exit,ASTS,91.44,2025-10-13T19:50:05.647000+00:00,2025-10-13,19:50:05,pro-account-alerts
exit,QCOM,161.34,2025-10-13T19:55:01.096000+00:00,2025-10-13,19:55:01,asumasnam-alerts
call,BRK,492.69,2025-10-13T19:55:01.414000+00:00,2025-10-13,19:55:01,pro-account-alerts
call,SPX,6658.33,2025-10-13T19:55:03.755000+00:00,2025-10-13,19:55:03,expert-spx-alerts
exit,BABA,166.81,2025-10-13T20:00:00.779000+00:00,2025-10-13,20:00:00,pro-account-alerts
exit,SPY,663.05,2025-10-13T20:00:01.643000+00:00,2025-10-13,20:00:01,expert-spx-alerts
exit,IONQ,81.98,2025-10-13T20:00:03.829000+00:00,2025-10-13,20:00:03,pro-account-alerts
exit,OKLO,170.98,2025-10-13T20:00:17.624000+00:00,2025-10-13,20:00:17,asumasnam-alerts
exit,BRK,491.83,2025-10-13T20:01:03.358000+00:00,2025-10-13,20:01:03,pro-account-alerts
call,NDX,24763.5382,2025-10-13T20:10:02.051000+00:00,2025-10-13,20:10:02,expert-spx-alerts
exit,GOOGL,241.52,2025-10-14T13:35:01.527000+00:00,2025-10-14,13:35:01,pro-account-alerts
exit,NVDA,181.32,2025-10-14T13:35:01.538000+00:00,2025-10-14,13:35:01,asumasnam-alerts
exit,META,702.58,2025-10-14T13:35:02.401000+00:00,2025-10-14,13:35:02,asumasnam-alerts
exit,AMZN,214.27,2025-10-14T13:35:02.421000+00:00,2025-10-14,13:35:02,asumasnam-alerts
exit,MSFT,507.75,2025-10-14T13:35:03.030000+00:00,2025-10-14,13:35:03,pro-account-alerts
exit,BA,213.25,2025-10-14T13:35:03.252000+00:00,2025-10-14,13:35:03,asumasnam-alerts
exit,AVGO,347.68,2025-10-14T13:35:04.178000+00:00,2025-10-14,13:35:04,pro-account-alerts
exit,CVX,150.83,2025-10-14T13:35:05.480000+00:00,2025-10-14,13:35:05,asumasnam-alerts
exit,CVNA,326.65,2025-10-14T13:35:10.754000+00:00,2025-10-14,13:35:10,asumasnam-alerts
exit,NET,214.27,2025-10-14T13:35:11.059000+00:00,2025-10-14,13:35:11,pro-account-alerts
exit,QURE,60.63,2025-10-14T13:35:38.779000+00:00,2025-10-14,13:35:38,asumasnam-alerts
exit,ULTA,538.31,2025-10-14T13:35:42.204000+00:00,2025-10-14,13:35:42,asumasnam-alerts
exit,LLY,816.04,2025-10-14T13:35:47.941000+00:00,2025-10-14,13:35:47,pro-account-alerts
exit,PSX,128.58,2025-10-14T13:35:56.644000+00:00,2025-10-14,13:35:56,asumasnam-alerts
exit,PLTR,172.46,2025-10-14T13:40:01.592000+00:00,2025-10-14,13:40:01,pro-account-alerts
exit,UNH,354.29,2025-10-14T13:40:02.917000+00:00,2025-10-14,13:40:02,pro-account-alerts
exit,LMT,501.84,2025-10-14T13:40:10.300000+00:00,2025-10-14,13:40:10,asumasnam-alerts
exit,NDX,24379.604,2025-10-14T13:50:05.282000+00:00,2025-10-14,13:50:05,expert-spx-alerts
call,AMD,220.16,2025-10-14T13:55:01.319000+00:00,2025-10-14,13:55:01,asumasnam-alerts
call,ULTA,548.93,2025-10-14T13:55:09.127000+00:00,2025-10-14,13:55:09,asumasnam-alerts
call,ULTA,550.0,2025-10-14T14:00:05.058000+00:00,2025-10-14,14:00:05,asumasnam-alerts
call,AXP,327.25,2025-10-14T14:00:05.967000+00:00,2025-10-14,14:00:05,pro-account-alerts
call,CAT,506.34,2025-10-14T14:00:10.673000+00:00,2025-10-14,14:00:10,asumasnam-alerts
call,HD,381.93,2025-10-14T14:00:14.178000+00:00,2025-10-14,14:00:14,pro-account-alerts
call,AXP,329.36,2025-10-14T14:05:03.631000+00:00,2025-10-14,14:05:03,pro-account-alerts
call,CAT,508.17,2025-10-14T14:15:29.771000+00:00,2025-10-14,14:15:29,asumasnam-alerts
call,LOW,236.8,2025-10-14T14:15:31.843000+00:00,2025-10-14,14:15:31,pro-account-alerts
call,HD,383.63,2025-10-14T14:20:30.563000+00:00,2025-10-14,14:20:30,pro-account-alerts
exit,ULTA,541.48,2025-10-14T14:25:04.384000+00:00,2025-10-14,14:25:04,asumasnam-alerts
call,CVX,152.05,2025-10-14T14:25:23.005000+00:00,2025-10-14,14:25:23,asumasnam-alerts
call,RUT,2460.7046,2025-10-14T14:30:03.168000+00:00,2025-10-14,14:30:03,expert-spx-alerts
exit,HD,382.4,2025-10-14T14:30:17.576000+00:00,2025-10-14,14:30:17,pro-account-alerts
call,CAT,509.29,2025-10-14T14:35:03.061000+00:00,2025-10-14,14:35:03,asumasnam-alerts
call,RUT,2462.6846,2025-10-14T14:40:00.580000+00:00,2025-10-14,14:40:00,expert-spx-alerts
call,ASTS,92.66,2025-10-14T14:40:02.723000+00:00,2025-10-14,14:40:02,pro-account-alerts
call,AXP,330.91,2025-10-14T14:40:04.082000+00:00,2025-10-14,14:40:04,pro-account-alerts
call,RUT,2463.833,2025-10-14T14:45:01.913000+00:00,2025-10-14,14:45:01,expert-spx-alerts
call,CAT,510.3,2025-10-14T14:45:09.127000+00:00,2025-10-14,14:45:09,asumasnam-alerts
call,CAT,511.38,2025-10-14T14:50:00.511000+00:00,2025-10-14,14:50:00,asumasnam-alerts
call,LOW,237.87,2025-10-14T14:50:01.393000+00:00,2025-10-14,14:50:01,pro-account-alerts
call,UNH,360.5,2025-10-14T14:50:04.518000+00:00,2025-10-14,14:50:04,pro-account-alerts
call,COST,943.085,2025-10-14T14:50:15.332000+00:00,2025-10-14,14:50:15,asumasnam-alerts
call,DE,445.0,2025-10-14T14:55:03.673000+00:00,2025-10-14,14:55:03,asumasnam-alerts
call,CAT,513.04,2025-10-14T14:55:03.723000+00:00,2025-10-14,14:55:03,asumasnam-alerts
call,DE,445.0,2025-10-14T14:55:03.750000+00:00,2025-10-14,14:55:03,pro-account-alerts
call,PSX,131.1,2025-10-14T14:55:07.173000+00:00,2025-10-14,14:55:07,asumasnam-alerts
exit,QURE,59.68,2025-10-14T14:55:24.342000+00:00,2025-10-14,14:55:24,asumasnam-alerts
call,GE,299.55,2025-10-14T15:00:04.760000+00:00,2025-10-14,15:00:04,asumasnam-alerts
exit,QCOM,162.24,2025-10-14T15:00:06.442000+00:00,2025-10-14,15:00:06,asumasnam-alerts
call,BRK,493.95,2025-10-14T15:00:09.768000+00:00,2025-10-14,15:00:09,pro-account-alerts
call,GOOGL,245.4,2025-10-14T15:05:03.231000+00:00,2025-10-14,15:05:03,pro-account-alerts
call,CAT,514.06,2025-10-14T15:05:18.047000+00:00,2025-10-14,15:05:18,asumasnam-alerts
call,CAT,515.4,2025-10-14T15:10:04.983000+00:00,2025-10-14,15:10:04,asumasnam-alerts
exit,QURE,59.76,2025-10-14T15:20:07.525000+00:00,2025-10-14,15:20:07,asumasnam-alerts
exit,CVX,152.03,2025-10-14T15:20:09.427000+00:00,2025-10-14,15:20:09,asumasnam-alerts
call,CAT,516.41,2025-10-14T15:30:11.873000+00:00,2025-10-14,15:30:11,asumasnam-alerts
exit,BRK,493.28,2025-10-14T15:30:18.502000+00:00,2025-10-14,15:30:18,pro-account-alerts
call,CAT,518.4,2025-10-14T15:35:00.967000+00:00,2025-10-14,15:35:00,asumasnam-alerts
call,RUT,2465.1502,2025-10-14T15:40:00.917000+00:00,2025-10-14,15:40:00,expert-spx-alerts
exit,PLTR,179.07,2025-10-14T15:40:01.104000+00:00,2025-10-14,15:40:01,pro-account-alerts
call,AXP,332.06,2025-10-14T15:40:05.611000+00:00,2025-10-14,15:40:05,pro-account-alerts
call,CAT,520.03,2025-10-14T15:40:10.059000+00:00,2025-10-14,15:40:10,asumasnam-alerts
call,GOOGL,246.43,2025-10-14T15:45:01.139000+00:00,2025-10-14,15:45:01,pro-account-alerts
call,ASTS,94.7,2025-10-14T15:45:04.253000+00:00,2025-10-14,15:45:04,pro-account-alerts
call,RUT,2469.1578,2025-10-14T15:45:05.501000+00:00,2025-10-14,15:45:05,expert-spx-alerts
call,RUT,2472.4226,2025-10-14T15:50:00.975000+00:00,2025-10-14,15:50:00,expert-spx-alerts
call,CAT,522.8,2025-10-14T15:50:02.685000+00:00,2025-10-14,15:50:02,asumasnam-alerts
call,AXP,333.08,2025-10-14T15:50:11.509000+00:00,2025-10-14,15:50:11,pro-account-alerts
call,HD,384.985,2025-10-14T15:50:17.557000+00:00,2025-10-14,15:50:17,pro-account-alerts
call,MAR,265.25,2025-10-14T15:51:00.034000+00:00,2025-10-14,15:51:00,pro-account-alerts
call,RUT,2475.3931,2025-10-14T15:55:00.505000+00:00,2025-10-14,15:55:00,expert-spx-alerts
call,GE,300.79,2025-10-14T15:55:02.895000+00:00,2025-10-14,15:55:02,asumasnam-alerts
call,BA,216.85,2025-10-14T15:55:03.033000+00:00,2025-10-14,15:55:03,asumasnam-alerts
call,CAT,524.05,2025-10-14T15:55:09.278000+00:00,2025-10-14,15:55:09,asumasnam-alerts
exit,GOOGL,245.66,2025-10-14T16:10:00.777000+00:00,2025-10-14,16:10:00,pro-account-alerts
call,CAT,525.38,2025-10-14T16:10:03.463000+00:00,2025-10-14,16:10:03,asumasnam-alerts
call,ASTS,96.235,2025-10-14T16:15:06.857000+00:00,2025-10-14,16:15:06,pro-account-alerts
call,AMD,222.45,2025-10-14T16:20:03.985000+00:00,2025-10-14,16:20:03,asumasnam-alerts
call,CAT,527.39,2025-10-14T16:20:05.606000+00:00,2025-10-14,16:20:05,asumasnam-alerts
call,RUT,2478.7696,2025-10-14T16:25:00.979000+00:00,2025-10-14,16:25:00,expert-spx-alerts
call,LOW,238.89,2025-10-14T16:25:01.576000+00:00,2025-10-14,16:25:01,pro-account-alerts
call,DE,447.62,2025-10-14T16:25:02.107000+00:00,2025-10-14,16:25:02,pro-account-alerts
call,DE,447.62,2025-10-14T16:25:02.433000+00:00,2025-10-14,16:25:02,asumasnam-alerts
call,MAR,266.31,2025-10-14T16:25:03.412000+00:00,2025-10-14,16:25:03,pro-account-alerts
call,RUT,2481.5263,2025-10-14T16:30:01.574000+00:00,2025-10-14,16:30:01,expert-spx-alerts
call,GE,301.84,2025-10-14T16:30:03.483000+00:00,2025-10-14,16:30:03,asumasnam-alerts
call,AMD,223.65,2025-10-14T16:30:04.720000+00:00,2025-10-14,16:30:04,asumasnam-alerts
call,ASTS,97.53,2025-10-14T16:30:04.885000+00:00,2025-10-14,16:30:04,pro-account-alerts
call,COST,942.38,2025-10-14T16:30:45.968000+00:00,2025-10-14,16:30:45,asumasnam-alerts
call,QCOM,163.44,2025-10-14T16:35:03.440000+00:00,2025-10-14,16:35:03,asumasnam-alerts
call,PSX,132.32,2025-10-14T16:35:03.579000+00:00,2025-10-14,16:35:03,asumasnam-alerts
call,RUT,2483.6184,2025-10-14T16:40:00.422000+00:00,2025-10-14,16:40:00,expert-spx-alerts
call,PLTR,180.55,2025-10-14T16:40:01.205000+00:00,2025-10-14,16:40:01,pro-account-alerts
call,OKLO,179.55,2025-10-14T16:40:03.865000+00:00,2025-10-14,16:40:03,asumasnam-alerts
call,IONQ,79.63,2025-10-14T16:40:04.450000+00:00,2025-10-14,16:40:04,pro-account-alerts
exit,BRK,494.3,2025-10-14T16:40:29.580000+00:00,2025-10-14,16:40:29,pro-account-alerts
call,SPY,664.6,2025-10-14T16:45:01.211000+00:00,2025-10-14,16:45:01,expert-spx-alerts
call,TSM,300.72,2025-10-14T16:45:01.248000+00:00,2025-10-14,16:45:01,asumasnam-alerts
call,SPX,6668.89,2025-10-14T16:45:01.490000+00:00,2025-10-14,16:45:01,expert-spx-alerts
call,RUT,2486.5039,2025-10-14T16:45:01.529000+00:00,2025-10-14,16:45:01,expert-spx-alerts
call,AMD,224.86,2025-10-14T16:45:04.783000+00:00,2025-10-14,16:45:04,asumasnam-alerts
call,HD,386.24,2025-10-14T16:45:05.489000+00:00,2025-10-14,16:45:05,pro-account-alerts
call,RUT,2489.863,2025-10-14T16:50:01.175000+00:00,2025-10-14,16:50:01,expert-spx-alerts
call,OKLO,182.35,2025-10-14T16:50:01.926000+00:00,2025-10-14,16:50:01,asumasnam-alerts
call,SPX,6673.6,2025-10-14T16:50:01.992000+00:00,2025-10-14,16:50:01,expert-spx-alerts
call,CAT,529.0,2025-10-14T16:50:04.321000+00:00,2025-10-14,16:50:04,asumasnam-alerts
call,CVNA,341.495,2025-10-14T16:50:04.614000+00:00,2025-10-14,16:50:04,asumasnam-alerts
call,AXP,334.27,2025-10-14T16:50:04.966000+00:00,2025-10-14,16:50:04,pro-account-alerts
call,ASTS,98.54,2025-10-14T16:50:20.536000+00:00,2025-10-14,16:50:20,pro-account-alerts
call,COST,943.5,2025-10-14T16:50:34.411000+00:00,2025-10-14,16:50:34,asumasnam-alerts
call,PLTR,181.65,2025-10-14T16:55:00.686000+00:00,2025-10-14,16:55:00,pro-account-alerts
call,RUT,2491.6587,2025-10-14T16:55:01.132000+00:00,2025-10-14,16:55:01,expert-spx-alerts
call,MAR,267.53,2025-10-14T16:55:04.349000+00:00,2025-10-14,16:55:04,pro-account-alerts
exit,IONQ,79.2,2025-10-14T17:00:03.344000+00:00,2025-10-14,17:00:03,pro-account-alerts
